breezy台灣,#genre#
靖天資訊台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv065
靖天歡樂台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv054
靖天育樂台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv062
靖洋戲劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv045
靖天戲劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv058

龍華電影台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn03
龍華洋片台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn02
龍華戲劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn18
龍華日韓台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn11
龍華偶像台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn12
龍華經典台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn21

影迷數位電影台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv011
amc電影台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv017
客家電視台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv043
ARIRANG,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv079
國會頻道1,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv084
國會頻道2,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv085
TVBS歡樂台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv068
TVBS精采台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv067
ELTV娛樂,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv070
民視綜藝台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv004
八大綜藝,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv039
八大精彩,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv034
中視菁采台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv064
豬哥亮歌廳秀,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv006

采昌影劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv049
民視影劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-ftv09
公視戲劇,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv042
中視經典台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv080
台灣戲劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn22
時尚運動X,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv014
GINXEsportsTV,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv053
智林體育台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv101
博斯魅力,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn04
博斯高球1,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn05
博斯高球2,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn06
博斯運動1,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn07
博斯運動2,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn08
博斯網球1,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn09
博斯無限1,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn10
博斯無限2,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn13
視納華仁紀實,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv013
Globetrotter,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv016
達文西頻道,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv018
靖天卡通台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv044
靖洋卡通台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv057
龍華卡通台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn01
CLASSICA古典樂,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv059
TraceUrban,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv082
MezzoLiveHD,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv083
好消息1,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-ftv16
好消息2,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-ftv17
ELTV生活英語台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn20
半島國際新聞,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-ftv10
美國之音,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-ftv03
非凡商業,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv048
第1商業台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv104
TVBS,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv073
民視台灣台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv001
民視第一台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv003
中天亞洲,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv109
154,#genre#
中天新闻,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv009
TVBS新闻,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv072
东森新闻台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv152
民视新闻台,http://154.219.113.217:8080/sub?token=112233&id=litv-ftv13
镜电视新闻台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv075
非凡新闻,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv010
台视新闻台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv051
华视新闻,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv052
中视新闻台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv074
寰宇新闻台,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn14
寰宇新闻台湾台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv156
半岛国际新闻,http://154.219.113.217:8080/sub?token=112233&id=litv-ftv10
美国之音,http://154.219.113.217:8080/sub?token=112233&id=litv-ftv03


东森财经新闻台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv153
非凡商业,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv048
台视财经台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv056
第1商业台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv104


TVBS,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv073
台视,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv066
中视,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv040
华视,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv041
民视,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv002
民视,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv155
民视台湾台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv001
民视第一台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv003
中天亚洲,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv109
靖天综合台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv046
靖天国际台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv063
靖天资讯台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv065
客家电视台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv043
ARIRANG,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv079
国会频道1,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv084
国会频道2,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv085


TVBS欢乐台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv068
TVBS精采台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv067
ELTV娱乐,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv070
民视综艺台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv004
八大综艺,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv039
八大精彩,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv034
靖天欢乐台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv054
靖天育乐台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv062
中视菁采台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv064
猪哥亮歌厅秀,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv006

影迷数位电影台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv011
amc电影台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv017
靖天电影台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv061
靖天映画,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv055
采昌影剧台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv049
民视影剧台,http://154.219.113.217:8080/sub?token=112233&id=litv-ftv09
龙华电影台,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn03
龙华洋片台,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn02

公视戏剧,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv042
靖洋戏剧台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv045
靖天戏剧台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv058
中视经典台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv080
靖天日本台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv047
龙华戏剧台,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn18
龙华日韩台,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn11
龙华偶像台,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn12
龙华经典台,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn21
台湾戏剧台,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn22


时尚运动X,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv014
GINXEsportsTV,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv053
智林体育台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv101
博斯魅力,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn04
博斯高球1,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn05
博斯高球2,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn06
博斯运动1,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn07
博斯运动2,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn08
博斯网球1,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn09
博斯无限1,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn10
博斯无限2,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn13


视纳华仁纪实,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv013
Globetrotter,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv016
达文西频道,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv018


亚洲旅游台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv076
民视旅游台,http://154.219.113.217:8080/sub?token=112233&id=litv-ftv07


Smart知识台,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn19


靖天卡通台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv044
靖洋卡通台,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv057
龙华卡通台,http://154.219.113.217:8080/sub?token=112233&id=litv-longturn01

CLASSICA古典乐,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv059
TraceUrban,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv082
MezzoLiveHD,http://154.219.113.217:8080/sub?token=112233&id=4gtv-4gtv083

4Gtv,#genre#
今日4Gtv,http://xn--elt51t.azip.dpdns.org:5008/nnews-zh/index.m3u8?proxy=true
今日新聞,http://xn--elt51t.azip.dpdns.org:5008/nnews-wf/index.m3u8?proxy=true
中天新聞,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv009/index.m3u8?proxy=true
東森新聞,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv152/index.m3u8?proxy=true
TVBS新聞,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv072/index.m3u8?proxy=true
寰宇新聞,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn14/index.m3u8?proxy=true
SETiNEWS,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live089/index.m3u8?proxy=true
SETiNEWS,http://xn--elt51t.azip.dpdns.org:5008/iNEWS/index.m3u8?proxy=true
非凡新聞,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv010/index.m3u8?proxy=true
鏡新聞,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv075/index.m3u8?proxy=true
民視新聞,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv13/index.m3u8?proxy=true
中視新聞,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv074/index.m3u8?proxy=true
華視新聞,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv052/index.m3u8?proxy=true
台視新聞,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv051/index.m3u8?proxy=true
民視,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv002/index.m3u8?proxy=true
民視,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv155/index.m3u8?proxy=true
中視,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv040/index.m3u8?proxy=true
華視,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv041/index.m3u8?proxy=true
台視,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv066/index.m3u8?proxy=true
寰宇台灣,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv156/index.m3u8?proxy=true
tvbs,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv073/index.m3u8?proxy=true
民視台灣台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv001/index.m3u8?proxy=true
民視第一台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv003/index.m3u8?proxy=true
民視旅遊台,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv07/index.m3u8?proxy=true
民視影劇,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv09/index.m3u8?proxy=true
民視綜藝,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv004/index.m3u8?proxy=true
中視菁采台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv064/index.m3u8?proxy=true
中視經典台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv080/index.m3u8?proxy=true
台視財經台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv056/index.m3u8?proxy=true
公視戲劇,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv042/index.m3u8?proxy=true
台灣戲劇台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn22/index.m3u8?proxy=true
Asia 財經台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv104/index.m3u8?proxy=true
全球財經台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live060/index.m3u8?proxy=true
東森財經,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv153/index.m3u8?proxy=true
寰宇財經,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv158/index.m3u8?proxy=true
cnbc,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live130/index.m3u8?proxy=true
tvbs精彩台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv067/index.m3u8?proxy=true
tvbs歡樂台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv068/index.m3u8?proxy=true
tvbs綜藝台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live087/index.m3u8?proxy=true
tvbs台劇台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live088/index.m3u8?proxy=true
八大精彩,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv034/index.m3u8?proxy=true
三立綜合合,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv039/index.m3u8?proxy=true
三立綜合合,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live207/index.m3u8?proxy=true
ELTA娛樂,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv070/index.m3u8?proxy=true
靖洋戲劇,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv045/index.m3u8?proxy=true
靖洋卡通,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv057/index.m3u8?proxy=true
靖洋卡通4Gtv,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv044/index.m3u8?proxy=true
靖天綜合,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv046/index.m3u8?proxy=true
靖天日本,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv047/index.m3u8?proxy=true
靖天歡樂,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv054/index.m3u8?proxy=true
靖天映畫,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv055/index.m3u8?proxy=true
靖天戲劇,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv058/index.m3u8?proxy=true
靖天電影,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv061/index.m3u8?proxy=true
靖天育樂,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv062/index.m3u8?proxy=true
靖天國際,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv063/index.m3u8?proxy=true
靖天資訊,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv065/index.m3u8?proxy=true
龍華卡通,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn01/index.m3u8?proxy=true
龍華日韓,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn11/index.m3u8?proxy=true
龍華偶像,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn12/index.m3u8?proxy=true
龍華電影,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn03/index.m3u8?proxy=true
龍華洋片,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn02/index.m3u8?proxy=true
龍華戲劇,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn18/index.m3u8?proxy=true
龍華經典,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn21/index.m3u8?proxy=true
國會頻道1,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv084/index.m3u8?proxy=true
國會頻道,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv085/index.m3u8?proxy=true
好消息,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv16/index.m3u8?proxy=true
好消息2,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv17/index.m3u8?proxy=true
大愛,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live007/index.m3u8?proxy=true
大愛2,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live106/index.m3u8?proxy=true
人間衛視,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live008/index.m3u8?proxy=true
原住民族電視台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live014/index.m3u8?proxy=true
新唐人亞太台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live050/index.m3u8?proxy=true
智林體育,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv101/index.m3u8?proxy=true
博斯魅力,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn04/index.m3u8?proxy=true
博斯網球,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn09/index.m3u8?proxy=true
博斯高球I,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn05/index.m3u8?proxy=true
博斯高球II,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn06/index.m3u8?proxy=true
博斯運動I,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn07/index.m3u8?proxy=true
博斯運動II,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn08/index.m3u8?proxy=true
博斯無限,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn10/index.m3u8?proxy=true
博斯無限II,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn13/index.m3u8?proxy=true
Arirang TV,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv079/index.m3u8?proxy=true
滾動力 Rollor,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live012/index.m3u8?proxy=true
達文西,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv018/index.m3u8?proxy=true
豬哥亮歌廳秀,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv006/index.m3u8?proxy=true
亞洲旅遊,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv076/index.m3u8?proxy=true
ELTA生活旅遊,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live120/index.m3u8?proxy=true
VOA 美國之音,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv03/index.m3u8?proxy=true
我的歐洲電影,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv10/index.m3u8?proxy=true
非凡商業,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv048/index.m3u8?proxy=true
中天亞洲台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv109/index.m3u8?proxy=true
影迷數位紀實台,http://xn--elt51t.azip.dpdns.org:5008/litv-ftv15/index.m3u8?proxy=true
經典電影台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live021/index.m3u8?proxy=true
經典卡通台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live022/index.m3u8?proxy=true
精選動漫台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live024/index.m3u8?proxy=true
戲劇免費看1台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live010/index.m3u8?proxy=true
CLASSICA 古典樂,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv059/index.m3u8?proxy=true
客家電視,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv043/index.m3u8?proxy=true
視納華仁紀實頻道,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv013/index.m3u8?proxy=true
時尚運動X,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv014/index.m3u8?proxy=true
幸福空間居家台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live206/index.m3u8?proxy=true
ELTV生活英語台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn20/index.m3u8?proxy=true
LiveABC 互動英語台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live030/index.m3u8?proxy=true
采昌,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv049/index.m3u8?proxy=true
影迷數位電影台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv011/index.m3u8?proxy=true
半島國際新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live157/index.m3u8?proxy=true
Amc,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv017/index.m3u8?proxy=true
CINEMA,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live069/index.m3u8?proxy=true
TRACE,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv077/index.m3u8?proxy=true
M+,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live201/index.m3u8?proxy=true
